ProbeID,GeneSymbol,EntrezGene,UniGene,Cytoband,logFC.MycEffect,MycEffect.adjustp, Control 1 , Control 2 , Control 3 , Control 4 , Myc 1 , Myc 2 , Myc 3 , Myc 4 
A_51_P484200,Lrrc56,70552,Mm.45104,mm|7qF5,-1.03,0.043,8.77,8.653,9.003,9.299,7.065,7.518,7.375,7.595
A_52_P46447,Crim1,50766,Mm.311912,mm|17qE2,-1.03,0.048,8.302,8.275,8.487,8.386,8.07,7.938,7.568,7.343
A_51_P502225,Slc22a4,30805,Mm.274590,mm|11qB1.3,-1.03,0.051,8.119,8.237,8.29,8.665,6.465,6.63,6.522,6.791
A_51_P279571,Syap1,67043,Mm.44207,mm|XqF5,-1.04,0.001,12.559,12.598,12.597,12.741,11.253,11.497,11.239,11.178
A_51_P300001,Cyld,74256,Mm.24282,mm|8qC3,-1.04,0.006,8.428,8.375,8.021,8.537,6.977,6.923,7.237,7.16
A_51_P349166,Sestd1,228071,Mm.389296,mm|2qC3,-1.04,0.065,8.014,7.808,7.934,7.836,7.35,7.593,7.297,7.496
A_52_P668984,4930420K17Rik,652925,Mm.395239,mm|5qA1,-1.04,0.095,11.726,11.911,11.793,11.939,9.897,10.377,10.132,9.631
A_52_P307961,Abca5,217265,Mm.41942,mm|11qE2,-1.05,0,8.742,8.624,8.62,8.547,7.228,7.497,7.343,7.365
A_52_P683306,2610024E20Rik,225358,Mm.292258,mm|18qB1,-1.05,0.005,8.428,8.795,8.585,8.622,7.405,7.087,7.249,7.206
A_51_P507290,Klf5,12224,Mm.30262,mm|14qE2.1,-1.05,0.013,6.926,6.803,6.728,6.773,6.453,6.619,6.6,6.653
A_51_P433843,3110004L20Rik,73102,Mm.23932,mm|13qA3.3,-1.05,0.017,12.887,12.854,12.929,12.782,11.308,11.759,11.259,11.437
A_52_P195839,Ctsc,13032,Mm.322945,mm|7qD3,-1.05,0.069,11.959,12.072,12.268,12.355,11.163,11.3,10.717,11.061
A_52_P244723,Lrrc35,272589,Mm.34483,mm|9qA5.1,-1.05,0.087,12.415,12.411,12.367,12.784,10.727,10.697,10.818,10.67
A_52_P378211,Dusp22,105352,Mm.289646,mm|13qA3.2,-1.05,0.1,9.093,9.088,9.216,9.08,7.567,7.891,7.767,7.82
A_52_P218765,Tbc1d2,381605,Mm.331595,mm|4qB1,-1.06,0,8.624,8.529,8.756,8.695,7.647,7.382,7.264,7.336
A_52_P61854,Slc27a4,26569,Mm.330113,mm|2qB,-1.07,0.023,9.214,9.553,9.222,9.58,8.05,8.134,8.071,8.026
A_51_P386058,Ppp2r5b,225849,Mm.118076,mm|19qA,-1.08,0.004,9.907,9.839,9.927,9.94,8.953,8.943,8.9,9.261
A_52_P433643,Igsf11,207683,Mm.245564,mm|16qB4,-1.08,0.016,7.041,7.221,7.244,7.247,6.35,6.731,6,6.433
A_52_P785927,3110035C09Rik,73161,Mm.158958,mm|10qA4,-1.08,0.027,7.344,7.42,7.506,7.369,6.236,6.229,5.908,5.828
A_52_P343326,1110029E03Rik,242406,Mm.259311,mm|4qB1,-1.08,0.032,12.232,11.73,11.921,11.888,10.742,10.876,10.543,10.727
A_51_P173459,E130304F04Rik,245269,Mm.38058,,-1.08,0.088,8.584,8.237,8.037,8.077,6.377,6.595,6.228,6.165
A_51_P483231,Jak2,16452,Mm.275839,mm|19qC1,-1.09,0.01,9.183,9.637,9.395,9.532,8.564,8.715,8.832,8.798
A_52_P347942,Olfr1384,258464,Mm.271389,mm|11qB1.2,-1.09,0.022,7.101,6.527,7.037,6.8,5.81,6.011,5.89,5.898
A_51_P315085,9130229H14Rik,236520,Mm.266884,,-1.09,0.03,12.55,12.231,12.528,12.779,11.037,11.149,10.821,10.836
A_51_P215559,BC021614,225884,Mm.299292,mm|19qA,-1.09,0.051,13.434,13.549,13.745,13.537,10.608,11.234,10.719,10.829
A_51_P232771,4933407N01Rik,66753,Mm.294641,mm|11qA4,-1.1,0.002,11.667,12.004,12.007,11.907,10.513,11.112,10.773,10.757
A_51_P459679,F8a,14070,Mm.165807,mm|XqA7.3,-1.1,0.029,9.151,9.206,9.352,9.313,7.795,8.078,7.773,8.008
A_52_P188678,Pvrl2,19294,Mm.4341,mm|7qA2,-1.1,0.07,11.726,11.972,11.471,12.088,10.478,10.696,10.165,10.267
A_52_P114494,Stat6,20852,Mm.121721,mm|10qD3,-1.11,0.004,10.233,10.186,10.336,10.422,8.781,8.905,8.677,8.887
A_51_P465128,4631426J05Rik,77590,Mm.213582,mm|7qF3,-1.11,0.036,7.746,8.348,8.087,8.45,7.465,7.456,7.62,7.307
A_52_P252931,Dsc2,13506,Mm.280547,mm|18qA2,-1.11,0.049,7.734,7.651,7.47,8.085,5.837,6.395,6,5.954
A_52_P155597,,NA,Mm.254233,mm|1qE4,-1.12,0,10.727,10.613,10.551,10.516,9.418,9.339,9.341,9.213
A_52_P316933,Sh3bgrl2,212531,Mm.100125,mm|9qE2,-1.12,0.03,10.956,11.29,11.246,11.701,10.112,10.17,9.965,9.765
A_52_P575217,Mylk,107589,Mm.33360,mm|16qB3,-1.13,0.001,11.866,11.697,11.513,11.527,9.975,10.442,10.083,10.079
A_52_P151465,BC033915,70661,Mm.219459,mm|9qA5.2,-1.13,0.026,9.328,9.125,9.196,9.069,7.42,7.307,7.492,7.445
A_52_P78730,1110032A03Rik,68721,Mm.171374,mm|9qA5.3,-1.13,0.035,9.703,9.64,9.797,9.754,7.385,7.995,7.606,7.707
A_51_P242634,Dusp16,70686,Mm.3994,mm|6qG1,-1.14,0.007,11.43,11.495,11.516,11.58,10.74,10.604,10.714,10.65
A_51_P406020,Abhd4,105501,Mm.28771,mm|14qC1,-1.14,0.038,13.209,13.422,13.125,13.395,11.974,12.151,12.126,12.213
A_52_P338626,Npal3,74552,Mm.26548,mm|4qD3,-1.14,0.054,10.154,10.106,9.852,9.989,8.323,8.469,8.349,8.652
A_51_P103114,Ptprg,19270,Mm.287425,mm|14qA1,-1.14,0.092,7.834,7.935,7.662,7.965,6.116,6.953,6.149,6.324
A_51_P416689,Ext1,14042,Mm.309395,mm|15qC,-1.15,0.005,10.263,10.37,10.631,10.315,9.119,9.609,9.348,9.217
A_51_P380337,Arhgef3,71704,Mm.248606,mm|14qA3,-1.15,0.012,9.951,10.173,9.954,10.229,8.839,9.277,8.995,8.862
A_52_P283686,Cds2,110911,Mm.284503,mm|2qF2,-1.15,0.019,9.002,9.147,9.14,9.471,7.944,8.013,8.055,7.995
A_51_P475580,Ugp2,216558,Mm.28877,mm|11qA3.1,-1.15,0.036,12.628,12.06,12.263,12.666,10.489,11.1,10.829,10.618
A_52_P323852,Tnfrsf22,79202,Mm.261384,,-1.15,0.037,6.882,6.681,6.762,6.715,6.689,6.608,6.749,6.782
A_51_P354934,Rgs5,19737,Mm.20954,mm|1qH3,-1.15,0.039,9.541,9.702,9.991,9.707,8.763,8.947,8.263,8.115
A_52_P153700,Phldb2,208177,Mm.211477,mm|16qB5,-1.15,0.054,8.942,9.334,8.885,9.175,8.424,8.525,7.991,8.24
A_51_P181746,Zfyve1,217695,Mm.59257,mm|12qD1,-1.16,0.012,10.113,10.092,10.105,10.138,7.865,8.39,8.055,8.321
A_51_P133582,Cbx4,12418,Mm.268070,mm|11qE2,-1.16,0.056,10.415,9.918,9.857,9.929,8.02,7.834,7.489,7.567
A_52_P97699,D430019H16Rik,268595,Mm.2388,mm|12qF1,-1.16,0.062,7.649,7.601,7.687,7.701,6.405,7.333,6.973,6.549
A_52_P644479,4930523C07Rik,67647,Mm.171518,mm|1qH2.1,-1.16,0.094,8.37,8.418,9.062,9.065,6.747,7.648,7.128,7.278
A_51_P340947,1300018J18Rik,223776,Mm.358861,mm|15qE3,-1.16,0.099,12.517,12.594,12.641,12.596,10.577,10.857,10.866,10.706
A_52_P285257,Ccni,12453,Mm.250419,mm|5qE3,-1.17,0.008,11.244,11.033,10.859,11.072,9.957,9.857,9.879,9.369
A_51_P169374,2310046K01Rik,69698,Mm.258262,mm|2qG3,-1.17,0.023,6.926,7.165,6.9,6.892,6.548,6.747,6.56,6.426
A_51_P191520,Stard10,56018,Mm.28896,mm|7qE2,-1.17,0.028,14.177,14.396,14.442,14.44,12.552,13.069,13.004,12.846
A_51_P125009,Pvrl3,58998,Mm.328072,mm|16qB5,-1.17,0.067,11.777,11.6,11.687,11.578,10.157,10.485,10.046,9.821
A_52_P462392,Klf3,16599,Mm.319499,mm|5qC3.1,-1.18,0.003,8.573,8.7,8.688,8.612,7.655,7.768,7.528,7.65
A_52_P116204,Igsf4a,54725,Mm.234832,mm|9qA5.3,-1.18,0.004,8.004,8.314,8.449,8.535,7.551,7.704,7.714,7.623
A_51_P291135,Fdx1,14148,Mm.1061,mm|9qA5.3,-1.18,0.009,13.636,13.429,13.651,13.49,11.663,12.252,11.877,11.722
A_51_P370510,BC022687,217887,Mm.186678,mm|12qF2,-1.18,0.024,8.014,8.284,8.418,8.491,8.128,7.92,7.866,8.063
A_51_P223396,9130422G05Rik,66819,Mm.389571,mm|4qC3,-1.18,0.051,8.525,8.045,7.878,7.997,6.453,6.482,6.228,6.389
A_51_P314669,Pnliprp2,18947,Mm.212333,mm|19qD3,-1.18,0.064,5.836,5.968,5.756,5.866,5.874,5.748,5.85,6.347
A_51_P225209,Nipsnap3a,66536,Mm.38244,mm|4qB2,-1.18,0.07,13.136,13.32,13.333,13.461,11.521,11.919,11.406,11.395
A_51_P469951,Srgap3,259302,Mm.236401,mm|6qE3,-1.19,0.014,7.29,7.385,7.544,7.357,6.58,6.688,6.727,6.705
A_51_P316379,Gpr146,80290,Mm.270003,mm|5qG2,-1.19,0.042,11.488,11.372,11.148,11.689,9.611,9.928,9.604,9.754
A_51_P355472,Prr13,66151,Mm.29865,mm|15qF3,-1.19,0.09,11.067,11.057,11.177,11.228,10.247,9.806,9.824,9.915
A_51_P349341,Npc1,18145,Mm.3484,mm|18qA1,-1.2,0.002,10.886,10.75,10.771,11.082,9.484,9.915,9.763,9.347
A_51_P142896,Cd59a,12509,Mm.247265,mm|2qE2,-1.2,0.009,12.798,12.573,12.769,12.86,10.397,11.232,10.547,10.939
A_51_P374869,Abca7,27403,Mm.103351,mm|10qC1,-1.2,0.015,10.273,10.357,9.943,10.35,9.597,8.963,9.398,9.719
A_51_P125067,Nmi,64685,Mm.7491,mm|2qC1.1,-1.2,0.016,12.438,12.569,12.78,12.647,10.104,10.968,10.089,10.378
A_52_P91658,A930001C03Rik,319314,Mm.393810,mm|19qA,-1.2,0.035,8.249,8.243,8.409,8.463,6.644,7.402,6.849,6.631
A_51_P177984,Itfg3,106581,Mm.28844,mm|17qA3.3,-1.2,0.054,12.478,12.481,12.441,12.572,11.477,11.361,11.139,11.377
A_51_P117109,Ilvbl,216136,Mm.2644,mm|10qC1,-1.21,0.002,10.964,11.439,11.138,11.324,9.557,10.001,9.943,9.634
A_51_P309307,,NA,Mm.297245,mm|3qF2.2,-1.21,0.02,7.975,7.797,7.728,8.049,6.728,6.653,6.827,7.005
A_52_P567531,,NA,Mm.4911,mm|15qE3,-1.21,0.079,8.314,8.36,8.285,8.317,5.859,6.372,6.031,6.233
A_52_P65496,Iqgap2,544963,Mm.38878,mm|13qD1,-1.21,0.081,10.744,10.777,10.725,11.056,8.637,9.441,9.186,8.9
A_52_P909274,Pros1,19128,Mm.127156,mm|16qC1.3,-1.22,0.014,9.867,10.061,9.622,9.861,7.623,8.565,7.831,8.004
A_52_P432949,Erbb3,13867,Mm.373043,mm|10qD3,-1.22,0.017,13.223,12.839,13.348,13.419,11.306,11.811,11.382,11.791
A_52_P391095,Crem,12916,Mm.5244,mm|18qA1,-1.22,0.026,10.772,11.199,11.089,10.83,8.479,9.082,8.627,8.812
A_52_P465121,LOC638632,638632,Mm.214765,mm|16qB3,-1.22,0.049,12.658,12.91,13.188,12.867,11.165,11.733,11.68,11.629
A_52_P362981,D830050J10Rik,352968,Mm.422977,mm|6qE3,-1.23,0.001,9.211,9.011,9.188,8.869,7.49,7.976,7.45,7.317
A_52_P118706,9630013D21Rik,319743,Mm.119546,mm|4qC7,-1.23,0.035,9.724,9.476,9.469,9.49,6.194,7.469,6.713,6.618
A_51_P453351,Lpgat1,226856,Mm.277958,mm|1qH6,-1.23,0.044,11.976,12.033,12.012,11.846,11.126,11.102,10.603,10.434
A_51_P115441,Dpysl3,22240,Mm.8180,mm|18qB3,-1.23,0.054,8.264,8.589,8.432,8.516,8.033,8.045,7.964,7.965
A_51_P290819,Hint3,66847,Mm.46218,mm|10qA4,-1.24,0,11.996,12.046,12.082,11.989,9.906,10.325,9.897,9.931
A_51_P252859,Cyr61,16007,Mm.1231,mm|3qH2,-1.24,0,10.468,10.072,10.019,9.927,9.271,9.05,9.095,9.092
A_52_P268279,Fbxl17,50758,Mm.329156,mm|17qE1.1,-1.24,0,10.87,10.905,11.063,11.256,9.325,9.399,9.158,9.023
A_52_P405994,Tmem142a,109305,Mm.218582,mm|5qF,-1.24,0.002,8.618,9.027,9.181,9.138,7.302,7.61,7.288,7.379
A_52_P88170,Oraov1,72284,Mm.389995,,-1.24,0.003,9.132,9.335,9.469,9.613,8.198,8.678,8.565,8.492
A_51_P150763,Ropn1l,252967,Mm.390775,mm|15qB2,-1.24,0.08,11.422,11.266,11.739,11.361,8.573,9.018,8.65,9.14
A_52_P428745,Camk2d,108058,Mm.255822,mm|3qG2,-1.25,0.001,8.8,8.637,8.413,8.768,8.268,8.103,7.947,8.113
A_52_P645675,,NA,,mm|17qB1,-1.25,0.011,8.601,8.348,8.243,8.76,6.681,6.76,6.843,6.809
A_51_P518940,Npr2,230103,Mm.103477,mm|4qB1,-1.25,0.035,9.081,9.198,9.777,9.901,7.238,7.934,7.297,7.247
A_51_P482633,Rps6ka4,56613,Mm.20914,mm|19qA,-1.27,0.005,9.479,9.267,9.377,9.4,9.008,9.059,8.701,9.091
A_52_P232470,Smcr7,237781,Mm.339760,mm|11qB2,-1.27,0.016,8.907,9.334,9.038,9.62,7.034,7.407,7.036,6.717
A_51_P424954,B230114P17Rik,402735,Mm.38066,mm|10qD1,-1.28,0.023,8.934,8.409,8.755,8.469,6.453,7.021,6.176,6.133
A_52_P39083,Ccbe1,320924,Mm.207108,mm|18qE1,-1.28,0.043,7.7,7.581,7.601,7.471,6.849,7.289,6.609,6.728
A_51_P519536,Lamp2,16784,Mm.486,mm|XqA3.3,-1.28,0.065,15.011,15.341,15.564,15.494,12.9,13.521,12.809,12.891
A_51_P214470,2610019F03Rik,72148,Mm.5727,mm|8qA1.1,-1.28,0.078,7.74,8.061,7.8,7.813,6.224,6.688,5.908,6.045
A_52_P105015,Clcn7,26373,Mm.270587,mm|17qA3.3,-1.29,0.007,11.143,11.14,10.794,11.183,9.071,9.124,9.002,9.044
A_51_P496590,D19Wsu162e,226178,Mm.329895,mm|19qC3,-1.29,0.078,12.407,12.144,12.349,12.691,10.646,10.921,11.152,10.758
A_51_P289862,Rap1gap,110351,Mm.180763,mm|4qD3,-1.3,0.016,10.087,9.421,9.62,9.893,9.22,9.144,9.169,9.11
A_51_P104418,Dusp10,63953,Mm.266191,mm|1qH5,-1.3,0.045,7.336,7.673,7.694,7.681,6.377,7.021,7.177,7.039
A_52_P246168,Ptprk,19272,Mm.332303,mm|10qA4,-1.3,0.051,12.439,12.274,12.122,12.099,11.517,11.551,11.388,11.395
A_51_P316981,Lgals8,56048,Mm.171186,mm|13qA1,-1.31,0.028,11.265,11.798,11.676,11.716,9.462,10.269,9.758,10.01
A_52_P660922,Dock1,330662,Mm.323610,mm|7qF3,-1.31,0.028,9.888,10.124,10.218,10.718,8.648,9.142,8.602,8.478
A_51_P210603,Cyp4f13,170716,Mm.254838,mm|17qB1,-1.31,0.041,11.417,11.509,11.269,11.749,9.083,9.489,9.532,9.099
A_51_P334789,Nudt16,75686,Mm.305810,mm|9qF1,-1.32,0,9.505,9.409,9.637,9.512,8.031,8.245,7.975,7.84
A_51_P207591,Anxa8,11752,Mm.3267,mm|14qB,-1.32,0.011,8.268,8.217,8.383,8.383,7.97,7.637,7.668,7.674
A_52_P364922,Bnip2,12175,Mm.159777,mm|9qD,-1.32,0.018,9.096,9.627,9.523,9.248,8.245,8.554,8.508,8.13
A_52_P496163,Gja5,14613,Mm.281816,mm|3qF2.2,-1.32,0.067,10.082,9.62,9.625,9.544,7.341,7.938,7.466,7.528
A_52_P326808,Ypel3,66090,Mm.27114,mm|7qF3,-1.33,0.001,10.385,10.671,10.649,11.005,8.747,8.916,8.571,8.823
A_52_P134075,Osbpl5,79196,Mm.21199,,-1.33,0.01,8.972,8.842,8.822,9.404,8.326,8.963,8.563,8.501
A_51_P377579,Hyi,68180,Mm.193212,mm|4qD2.1,-1.33,0.015,15.18,15.081,15.237,15.246,12.88,13.285,12.902,13.017
A_51_P311694,Ypel5,383295,Mm.277533,mm|17qE1.3,-1.33,0.051,8.42,8.743,8.762,9.016,6.35,7.147,6.986,6.978
A_51_P423444,Fez2,225020,Mm.236835,mm|17qE2,-1.33,0.064,10.956,11.49,11.488,11.757,9.712,10.327,9.871,9.85
A_52_P503927,Gpr178,77106,Mm.297552,,-1.34,0.002,7.563,8.343,7.728,7.968,7.324,7.354,7.201,7.291
A_52_P405206,Tm7sf3,67623,Mm.278037,mm|6qG3,-1.34,0.007,12.519,12.644,12.676,12.782,10.672,11.19,10.778,10.902
A_51_P342916,B3galt1,26877,Mm.226435,mm|2qC1.3,-1.34,0.01,7.834,7.916,7.838,7.491,5.792,6.572,6.08,6.214
A_51_P185135,Gpr108,78308,Mm.28468,mm|17qD,-1.34,0.015,10.858,10.79,10.847,11.049,9.094,9.319,9.335,9.206
A_51_P134533,S100a16,67860,Mm.331185,mm|3qF1,-1.35,0.023,9.485,9.904,9.963,9.681,8.335,8.737,8.445,8.694
A_51_P214663,Tpmt,22017,Mm.10169,mm|13qA5,-1.36,0.02,12.365,12.615,12.601,12.804,10.22,11.036,10.293,10.79
A_52_P636894,2010106G01Rik,66552,Mm.269928,mm|2qF1,-1.36,0.061,11.608,11.592,11.247,11.052,9.5,9.544,9.205,8.99
A_52_P354752,Ibrdc2,218215,Mm.287609,mm|13qA5,-1.36,0.098,9.051,9.544,8.781,8.593,7.546,7.58,7.734,7.432
A_52_P123018,Ids,15931,Mm.233083,mm|XqA7.1,-1.37,0.025,10.811,11.021,11.086,11.143,9.022,9.132,8.955,9.196
A_52_P189970,,NA,Mm.20911,mm|14qD1,-1.37,0.07,6.004,5.537,5.96,5.79,6.58,6.088,6.371,6.309
A_51_P515026,Mdfic,16543,Mm.1314,mm|6qA1,-1.37,0.094,9.282,9.595,9.478,9.77,7.202,7.84,7.16,7.206
A_51_P160870,Rtn4,68585,Mm.192580,mm|11qA3.3,-1.37,0.095,10.885,11.626,11.321,11.14,9.788,10.641,9.993,9.899
A_51_P326091,Cflar,12633,Mm.11778,mm|1qC1.3,-1.38,0.003,13.1,13.038,13.031,13.043,11.246,11.281,10.948,11.162
A_51_P172231,Gsdmdc1,69146,Mm.27385,mm|15qD3,-1.38,0.007,11.529,11.646,11.384,11.372,9.04,9.848,8.921,9.209
A_51_P219074,Id2,15902,Mm.34871,mm|12qA1.3,-1.38,0.045,13.128,12.946,13.454,12.985,11.843,11.481,11.265,11.027
A_51_P113182,Lifr,16880,Mm.149720,mm|15qA1,-1.38,0.047,8.689,8.875,9.682,9.38,6.207,6.717,6.727,6.653
A_51_P300434,Dst,13518,Mm.336625,mm|1qB,-1.39,0.011,9.774,9.425,9.494,9.714,7.828,8.156,8.016,7.927
A_51_P216593,Wfs1,22393,Mm.20916,mm|5qB3,-1.39,0.07,9.786,10.291,10.429,10.432,9.009,8.749,8.367,8.637
A_51_P506045,Pgcp,54381,Mm.158251,mm|15qB3.1,-1.4,0.002,12.923,13.16,13.321,13.24,10.617,11.468,11.349,11.032
A_51_P347312,Ogfrl1,70155,Mm.28013,mm|1qA5,-1.4,0.003,10.585,10.367,10.566,10.334,8.622,9.006,8.767,8.551
A_52_P463346,Serinc3,26943,Mm.218473,mm|2qH3,-1.41,0.004,11.695,11.739,11.822,11.79,9.845,10.661,10.481,10.453
A_51_P366513,Papss2,23972,Mm.203916,mm|19qC1,-1.41,0.022,8.967,9.349,8.663,9.048,6.252,6.699,6.56,6.25
A_52_P324042,Serpina1b,20701,Mm.312593,mm|12qE,-1.41,0.023,17.115,17.242,17.105,17.065,14.282,14.955,14.604,15.241
A_51_P191893,2410022M11Rik,69755,Mm.297636,mm|14qC2,-1.42,0.001,11.081,11.113,11.279,11.428,9.744,10.168,10.132,9.575
A_51_P496996,H2-D1,14964,Mm.33263,mm|17qB1,-1.43,0.018,15.7,16.148,15.458,16.044,13.68,14.453,13.675,13.63
A_52_P376574,Pcsk6,18553,Mm.294007,mm|7qC,-1.43,0.028,13.254,13.651,13.711,14.163,11.771,12.361,12.565,12.247
A_51_P464981,Map1lc3a,66734,Mm.196239,mm|2qH1,-1.44,0.017,10.822,11.148,10.919,11.019,9.528,9.472,9.261,9.058
A_52_P283524,Dscr1l2,53902,Mm.331970,mm|4qD3,-1.44,0.056,7.958,7.999,7.953,7.781,7.551,7.761,7.392,7.694
A_51_P102883,,NA,Mm.334332,mm|7qF5,-1.44,0.067,8.066,8.007,7.958,7.594,5.988,6.937,6.582,6.478
A_51_P426096,Mmp7,17393,Mm.4825,mm|9qA1,-1.44,0.084,6.02,6.266,6.051,6.004,6.131,6.547,6.771,5.991
A_51_P252677,1110007C09Rik,68480,Mm.3336,mm|13qA5,-1.45,0.014,10.87,10.94,10.858,11.098,10.065,9.982,10.009,10.07
A_52_P552194,Il13ra1,16164,Mm.24208,mm|XqA3.1,-1.45,0.03,9.279,9.666,9.337,9.609,7.35,8.198,7.473,7.625
A_52_P592230,Dnaja4,58233,Mm.52319,mm|9qB,-1.45,0.033,8.474,9.069,9.38,9.211,6.609,6.76,6.878,7.206
A_51_P206708,Acox2,93732,Mm.28700,mm|14qA1,-1.45,0.082,14.001,14.114,14.096,14.14,11.708,12.587,12.624,12.631
A_52_P629333,BC021891,234878,Mm.216458,mm|8qE2,-1.46,0.001,8.319,8.392,8.478,8.7,6.024,6.471,6,5.883
A_51_P185575,Adamtsl4,229595,Mm.242781,mm|3qF2.1,-1.47,0.009,6.534,6.352,6.465,6.586,5.859,6.465,6.488,6.273
A_51_P483280,Prnp,19122,Mm.648,mm|2qF2,-1.47,0.042,12.157,12.037,11.828,12.018,10.142,10.242,9.731,10.256
A_52_P175518,Rilp,280408,Mm.41416,mm|11qB5,-1.47,0.069,10.191,10.418,10.381,10.594,7.341,7.821,7.625,7.462
A_52_P153302,1810054D07Rik,69863,Mm.5540,mm|4qC3,-1.48,0.001,8.234,8.485,8.34,8.413,6.763,6.782,6.727,6.728
A_51_P108757,Fuca1,71665,Mm.290126,mm|4qD3,-1.48,0.003,12.833,13.06,12.9,13.175,10.846,11.114,11.029,10.929
A_52_P119350,4732419C18Rik,434357,Mm.236802,mm|8qE2,-1.48,0.018,10.419,10.188,10.431,10.019,6.857,7.503,6.727,7.234
A_52_P336290,Rap2a,76108,Mm.261448,mm|14qE4,-1.49,0.005,10.599,10.693,10.981,10.996,8.51,8.858,8.771,8.535
A_52_P57582,,NA,,mm|17qB1,-1.49,0.006,15.489,15.938,15.607,15.822,13.214,14.047,13.355,13.45
A_51_P401673,Fgd6,13998,Mm.269596,mm|10qC2,-1.5,0.016,11.349,11.47,11.34,11.599,8.699,9.655,9.565,9.299
A_51_P502456,LOC630499,630499,Mm.422886,mm|17qB1,-1.5,0.024,15.841,15.958,15.774,15.845,13.149,14.23,13.303,13.387
A_52_P132334,5730596K20Rik,109168,Mm.264016,mm|19qA,-1.51,0.003,9.949,9.86,10.02,10.021,8.185,8.498,8.179,8.106
A_51_P268117,Rnf11,29864,Mm.172605,mm|4qC7,-1.51,0.007,12.209,12.315,12.238,12.144,10.537,10.672,10.362,10.72
A_51_P356705,Plekhb2,226971,Mm.292751,mm|1qB,-1.51,0.021,9.58,10.523,10.274,10.325,8.467,8.877,8.952,8.814
A_51_P262079,H2-Q7,15018,Mm.33263,mm|17qB1,-1.51,0.023,15.323,15.697,15.337,15.687,13.144,14.167,13.199,13.459
A_51_P443293,Decr2,26378,Mm.292869,mm|17qA3.3,-1.52,0.086,12.486,12.061,11.877,11.819,9.985,10.139,9.477,9.007
A_51_P251022,Plscr2,18828,Mm.10306,mm|9qE3.3,-1.52,0.088,9.303,9.128,9.431,9.607,6.891,8.093,7.277,7.109
A_51_P502614,Dusp6,67603,Mm.1791,mm|10qD1,-1.53,0.002,12.048,12.151,12.339,12.231,11.26,11.341,11.119,11.586
A_52_P363216,Gcnt2,14538,Mm.314757,mm|13qA4,-1.53,0.095,8.367,8.223,8.481,8.559,6.728,7.376,7.277,7.15
A_51_P289249,,NA,Mm.49611,mm|9qA5.2,-1.54,0.04,8.488,8.791,8.543,8.766,7.585,7.472,7.479,7.518
A_51_P425048,H2-Q1,15006,Mm.33263,mm|17qB1,-1.55,0.004,14.131,14.666,14.062,14.492,11.698,12.476,12.079,11.957
A_51_P428464,Cdyl2,75796,Mm.159575,mm|8qE1,-1.55,0.012,9.002,9.096,8.768,9.211,8.112,7.889,7.629,7.753
A_51_P191463,,NA,Mm.329041,mm|17qB1,-1.55,0.015,14.46,14.719,14.3,14.358,11.656,12.761,11.956,12.138
A_52_P35915,B230312A22Rik,230088,Mm.260162,mm|4qA5,-1.55,0.021,9.291,8.564,9.087,9.524,7.596,7.718,7.731,8.094
A_52_P552547,1110054M08Rik,68841,Mm.428008,mm|16qB1,-1.56,0.005,11.013,10.741,10.969,10.854,8.294,8.76,8.26,8.424
A_51_P255142,Blcap,53619,Mm.34330,mm|2qH1,-1.56,0.045,13.201,12.733,12.816,12.484,11.497,11.459,11.177,11.383
A_51_P118246,4930430E16Rik,73873,Mm.252406,mm|11qA3.2,-1.57,0.016,9.768,9.848,9.907,9.861,7.696,8.245,7.606,7.951
A_51_P219789,H2-Q2,15013,Mm.33263,mm|17qB1,-1.57,0.049,15.55,15.885,15.657,15.739,13.093,14.358,13.308,13.552
A_51_P297579,Gch1,14528,Mm.10651,mm|14qC1,-1.58,0.001,12.125,11.992,12.06,12.204,9.851,10.748,10.147,10.381
A_51_P490257,Fbxo4,106052,Mm.234191,mm|15qA1,-1.58,0.004,11.72,12.164,11.888,12.228,10.489,10.449,10.407,10.349
A_51_P237754,H2-T23,15040,Mm.195061,mm|17qB1,-1.58,0.034,15.063,15.363,15.029,15.458,12.568,13.859,12.862,13.2
A_51_P502119,F11,109821,Mm.33326,mm|8qB1.1,-1.58,0.097,13.504,13.44,12.911,13.361,10.23,11.046,11.47,11.246
A_52_P566840,Gpr110,77596,Mm.159950,mm|17qB3,-1.59,0.09,7.619,8.414,8.511,8.323,5.798,5.813,5.965,6.233
A_52_P597634,Fzd1,14362,Mm.246003,mm|5qA1,-1.6,0.004,9.548,9.247,9.56,9.537,7.256,8.051,7.506,7.053
A_51_P178411,,NA,,mm|17qB1,-1.6,0.007,12.541,13.028,12.472,12.777,9.914,11.107,10.229,10.119
A_51_P340038,Sh2d5,230863,Mm.271936,mm|4qD3,-1.6,0.019,6.277,6.266,6.303,6.244,6.024,6.246,6.266,6.532
A_51_P221460,Ormdl3,66612,Mm.180546,mm|11qD,-1.6,0.05,12.366,12.281,12.367,12.218,10.378,10.664,9.689,9.928
A_51_P172475,S100a1,20193,Mm.24662,mm|3qF1,-1.6,0.067,12.191,12.212,12.316,12.47,9.692,10.026,9.435,9.612
A_51_P190499,LOC56628,56628,Mm.33263,mm|17qB1,-1.6,0.086,15.417,15.546,15.373,15.555,12.572,13.992,12.617,13.242
